reportingPeriod,state,legalAgencyName,projectType,projectStartDate,projectEndDate,empgTotalFunding
2014 BSIR (December 15),Maryland,Saint Mary;s County Emergency Management Agency,Establish/Enhance emergency plans and procedures to reflect the National Response Plan,2013-10-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,1510.67
2014 BSIR (December 15),Maryland,Talbot County Emergency Management Agency,Enhance capabilities to recover from all-hazards events,2013-10-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,1000
2014 BSIR (December 15),Massachusetts,Massachusetts Emergency Management Agency,Enhance capabilities to respond to all-hazards events,2013-10-01T00:00:00+00:00,2016-09-01T00:00:00+00:00,2603000
2014 BSIR (December 15),Michigan,Allegan County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,37672.26
2014 BSIR (December 15),Michigan,Barry County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,33614.42
2014 BSIR (December 15),Michigan,C.C.E,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,34325.44
2014 BSIR (December 15),Michigan,City of Ann Arbor,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,37853.33
2014 BSIR (December 15),Michigan,City of Lansing,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,64169.22
2014 BSIR (December 15),Michigan,City of Wayne,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,15363.83
2014 BSIR (December 15),Michigan,Delta County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,21431.86
2014 BSIR (December 15),Louisiana,Louisiana Governor's Office of Homeland Security and Emergency Preparedness,Adopt and implement NIMS to include integration of core concepts into plans and procedures,2013-10-01T00:00:00+00:00,2016-08-01T00:00:00+00:00,79745.97
2014 BSIR (December 15),Louisiana,Jefferson Davis HS & EP,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2015-05-01T00:00:00+00:00,1999.4
2014 BSIR (December 15),Louisiana,Jefferson Parish HS & EP,Develop/enhance interoperable communications systems,2014-08-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,41907.8
2014 BSIR (December 15),Michigan,Gladwin County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,5948.58
2014 BSIR (December 15),Michigan,Houghton County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,27537.56
2014 BSIR (December 15),Michigan,Iron County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,13153.26
2014 BSIR (December 15),Michigan,Kent County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,20256.94
2014 BSIR (December 15),Michigan,Lenawee County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,31053.34
2014 BSIR (December 15),Michigan,Manistee County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,31247.59
2014 BSIR (December 15),Michigan,Michigan Department of State Police / EMHSD (SAA),Enhance capabilities to respond to all-hazards events,2013-10-01T00:00:00+00:00,2014-09-01T00:00:00+00:00,6706140.61
2014 BSIR (December 15),Michigan,Montmorency County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,7495.08
2014 BSIR (December 15),Michigan,Ontonagon County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,9439.31
2014 BSIR (December 15),Michigan,Presque Isle County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,5266.81
2014 BSIR (December 15),Michigan,Shiawassee County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,23136.32
2014 BSIR (December 15),Michigan,Van Buren County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,29644.87
2014 BSIR (December 15),Minnesota,Anoka County,Establish/enhance public-private emergency preparedness program,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,127269
2014 BSIR (December 15),Minnesota,Big Stone County ,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,15080
2014 BSIR (December 15),Minnesota,Cass County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,30171
2014 BSIR (December 15),Minnesota,City of Rochester,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,14753.25
2014 BSIR (December 15),Minnesota,Cottonwood County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,18800
2014 BSIR (December 15),Minnesota,DPS - HSEM,Develop / enhance homeland security / emergency management organization and structure,2014-09-01T00:00:00+00:00,3016-08-01T00:00:00+00:00,2834915.92
2014 BSIR (December 15),Minnesota,Grant County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,15428
2014 BSIR (December 15),Minnesota,Jackson County ,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,19094
2014 BSIR (December 15),Minnesota,Lac Qui Parle County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,16273
2014 BSIR (December 15),Minnesota,Lyon County ,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,24761.27
2014 BSIR (December 15),Minnesota,Meeker County ,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,21620
2014 BSIR (December 15),Minnesota,Mower County ,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,36896
2014 BSIR (December 15),Louisiana,Louisiana Governor's Office of Homeland Security and Emergency Preparedness,Develop/enhance state and local geospatial data system/Geographic Information System (GIS),2014-05-01T00:00:00+00:00,2016-08-01T00:00:00+00:00,122411
2014 BSIR (December 15),Minnesota,Olmsted County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,68183
2014 BSIR (December 15),Minnesota,Polk County ,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,25242
2014 BSIR (December 15),Louisiana,Louisiana Governor's Office of Homeland Security and Emergency Preparedness,Establish/enhance emergency operations center,2015-08-01T00:00:00+00:00,2016-03-01T00:00:00+00:00,3238.86
2014 BSIR (December 15),Minnesota,Renville County ,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,22017
2014 BSIR (December 15),Louisiana,Jefferson Parish HS & EP,Enhance capabilities to respond to all-hazards events,2014-10-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,1346.43
2014 BSIR (December 15),Minnesota,Sherburne County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,24242.5
2014 BSIR (December 15),Minnesota,Stevens County ,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,16910
2014 BSIR (December 15),Louisiana,LaSalle Parish HS&EP,Administer and manage the Homeland Security Grant Program,2013-10-01T00:00:00+00:00,2015-05-01T00:00:00+00:00,24533.47
2014 BSIR (December 15),Minnesota,Wadena County ,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,16691
2014 BSIR (December 15),Louisiana,Louisiana Governor's Office of Homeland Security and Emergency Preparedness,Adopt and implement NIMS to include integration of core concepts into plans and procedures,2013-10-01T00:00:00+00:00,2016-03-01T00:00:00+00:00,4916.5
2014 BSIR (December 15),Minnesota,Winona County,Develop / enhance homeland security / emergency management organization and structure,2014-01-01T00:00:00+00:00,2014-12-01T00:00:00+00:00,29810
2014 BSIR (December 15),Louisiana,Louisiana Governor's Office of Homeland Security and Emergency Preparedness,Develop/enhance interoperable communications systems,2014-05-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,22246.74
2014 BSIR (December 15),Louisiana,Louisiana Governor's Office of Homeland Security and Emergency Preparedness,Establish/enhance emergency operations center,2014-12-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,9346.19
2014 BSIR (December 15),Louisiana,Madison Parish HS&EP,Develop / enhance homeland security / emergency management organization and structure,2014-08-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,26440.68
2014 BSIR (December 15),Louisiana,Ouachita Parish HS&EP,Administer and manage the Homeland Security Grant Program,2013-10-01T00:00:00+00:00,2015-05-01T00:00:00+00:00,43327
2014 BSIR (December 15),Louisiana,Richland Parish HS & EP,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2015-05-01T00:00:00+00:00,14478.74
2014 BSIR (December 15),Louisiana,St. Bernard Parish HS&EP,Adopt and implement NIMS to include integration of core concepts into plans and procedures,2015-01-01T00:00:00+00:00,2015-12-01T00:00:00+00:00,31779.29
2014 BSIR (December 15),Louisiana,St. Landry Parish HS&EP,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2015-05-01T00:00:00+00:00,37440.13
2014 BSIR (December 15),Louisiana,Tensas Parish HS & EP,Administer and manage the Homeland Security Grant Program,2014-11-01T00:00:00+00:00,2015-05-01T00:00:00+00:00,25226
2014 BSIR (December 15),Louisiana,Vernon Parish HS&EP,Develop/enhance interoperable communications systems,2014-11-01T00:00:00+00:00,2015-05-01T00:00:00+00:00,5305
2014 BSIR (December 15),Louisiana,Washington Parish HS&EP,Develop/enhance interoperable communications systems,2013-10-01T00:00:00+00:00,2015-05-01T00:00:00+00:00,33124
2014 BSIR (December 15),Louisiana,West Feliciana Parish Sheriff's Department,Establish/enhance emergency operations center,2014-11-01T00:00:00+00:00,2015-05-01T00:00:00+00:00,26863
2014 BSIR (December 15),Maryland,Annapolis Office of Emergency Management and Communications,Administer and manage the Homeland Security Grant Program,2014-09-01T00:00:00+00:00,2015-08-01T00:00:00+00:00,41000
2014 BSIR (December 15),Maryland,Anne Arundel County Emergency Management Bureau,Develop / enhance homeland security / emergency management organization and structure,2014-09-01T00:00:00+00:00,2015-09-01T00:00:00+00:00,7100
2014 BSIR (December 15),Maryland,Calvert County Division of Emergency Management,Develop / enhance homeland security / emergency management organization and structure,2014-10-01T00:00:00+00:00,2015-12-01T00:00:00+00:00,87397
2014 BSIR (December 15),Maryland,Charles County Department of Emergency Services,Enhance capabilities to respond to all-hazards events,2014-09-01T00:00:00+00:00,2015-09-01T00:00:00+00:00,103527
2014 BSIR (December 15),Maryland,Garrett County Office of Emergency Management,Develop / enhance homeland security / emergency management organization and structure,2014-10-01T00:00:00+00:00,2015-12-01T00:00:00+00:00,71036
2014 BSIR (December 15),Maryland,Kent County Emergency Management Agency,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,68273
2014 BSIR (December 15),Maryland,Prince George''s County Office of Emergency Management,Establish/enhance emergency operations center,2014-10-01T00:00:00+00:00,2015-12-01T00:00:00+00:00,171710.92
2014 BSIR (December 15),Maryland,Saint Mary;s County Emergency Management Agency,Enhance capabilities to respond to all-hazards events,2013-10-01T00:00:00+00:00,2015-06-01T00:00:00+00:00,89241.66
2014 BSIR (December 15),Maryland,Somerset County Department of Emergency Services,Enhance capabilities to recover from all-hazards events,2014-09-01T00:00:00+00:00,2015-12-01T00:00:00+00:00,1024
2014 BSIR (December 15),Maryland,Worcester County Emergency Services,Develop / enhance homeland security / emergency management organization and structure,2015-03-01T00:00:00+00:00,2015-12-01T00:00:00+00:00,75013
2014 BSIR (December 15),Michigan,Alcona County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,10039.35
2014 BSIR (December 15),Michigan,Arenac County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,6438.21
2014 BSIR (December 15),Michigan,Berrien County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,40441.01
2014 BSIR (December 15),Michigan,Cass County,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,31085.54
2014 BSIR (December 15),Michigan,City of Dearborn,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,64737.63
2014 BSIR (December 15),Michigan,City of Trenton,Develop / enhance homeland security / emergency management organization and structure,2013-10-01T00:00:00+00:00,2014-10-01T00:00:00+00:00,6728.9
